,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,HOU-2021-07-23,2021-07-23,TEX,A,HOU,DH,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,400,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,HOU-2021-07-24,2021-07-24,TEX,A,HOU,DH,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,400,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,80.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,80.0
2,HOU-2021-07-25,2021-07-25,TEX,A,HOU,DH,4,3,0,0,0,0,0,0,0,0,2,1,0,0,0,400,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,88.889,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,88.889
3,TEX-2021-07-28,2021-07-28,TEX,H,ARI,DH,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,396,0.06,13,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.462,0.0,0.0,92.308,0.061,13,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.462,0.0,0.0,92.308
4,TEX-2021-07-30,2021-07-30,TEX,H,SEA,DH,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,396,0.088,17,0.0,0.0,0.0,0.0,0.059,0.0,0.059,0.0,0.353,0.0,0.0,93.882,0.089,17,0.0,0.0,0.0,0.0,0.059,0.0,0.059,0.0,0.353,0.0,0.0,93.882
5,TEX-2021-07-31,2021-07-31,TEX,H,SEA,DH,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,297,0.105,21,0.0,0.0,0.0,0.0,0.095,0.0,0.048,0.0,0.333,0.0,0.0,94.857,0.106,21,0.0,0.0,0.0,0.0,0.095,0.0,0.048,0.0,0.333,0.0,0.0,94.857
6,TEX-2021-08-02,2021-08-02,TEX,H,LAA,DH,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,297,0.092,24,0.0,0.0,0.0,0.0,0.083,0.0,0.042,0.0,0.333,0.0,0.0,95.375,0.092,24,0.0,0.0,0.0,0.0,0.083,0.0,0.042,0.0,0.333,0.0,0.0,95.375
7,TEX-2021-08-03,2021-08-03,TEX,H,LAA,DH,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,396,0.163,27,0.037,0.037,0.0,0.0,0.074,0.0,0.037,0.0,0.296,0.0,0.0,95.778,0.163,27,0.037,0.037,0.0,0.0,0.074,0.0,0.037,0.0,0.296,0.0,0.0,95.778
8,TEX-2021-08-04,2021-08-04,TEX,H,LAA,DH,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,297,0.17,31,0.065,0.032,0.0,0.0,0.065,0.0,0.032,0.0,0.258,0.0,0.0,96.194,0.171,31,0.065,0.032,0.0,0.0,0.065,0.0,0.032,0.0,0.258,0.0,0.0,96.194
9,OAK-2021-08-06,2021-08-06,TEX,A,OAK,DH,4,4,1,1,1,0,0,0,0,0,2,0,0,0,0,376,0.155,34,0.059,0.029,0.0,0.0,0.059,0.0,0.029,0.0,0.294,0.0,0.0,96.441,0.155,34,0.059,0.029,0.0,0.0,0.059,0.0,0.029,0.0,0.294,0.0,0.0,96.441
10,OAK-2021-08-07,2021-08-07,TEX,A,OAK,1B,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,376,0.172,38,0.053,0.053,0.0,0.0,0.053,0.0,0.026,0.0,0.316,0.0,0.0,96.184,0.172,38,0.053,0.053,0.0,0.0,0.053,0.0,0.026,0.0,0.316,0.0,0.0,96.184
11,SEA-2021-08-10,2021-08-10,TEX,A,SEA,DH,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,380,0.155,42,0.048,0.048,0.0,0.0,0.048,0.0,0.024,0.0,0.31,0.0,0.0,95.976,0.155,42,0.048,0.048,0.0,0.0,0.048,0.0,0.024,0.0,0.31,0.0,0.0,95.976
12,SEA-2021-08-11,2021-08-11,TEX,A,SEA,DH,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,285,0.141,46,0.043,0.043,0.0,0.0,0.043,0.0,0.022,0.0,0.304,0.0,0.0,95.891,0.142,46,0.043,0.043,0.0,0.0,0.043,0.0,0.022,0.0,0.304,0.0,0.0,95.891
