,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
0,ARI-2021-07-06,2021-07-06,ARI,H,COL,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ARI-2021-07-07,2021-07-07,ARI,H,COL,PH CF,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,101,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ARI-2021-07-08,2021-07-08,ARI,H,COL,CF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,303,0.879,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0.883,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5
3,LAD-2021-07-09,2021-07-09,ARI,A,LAD,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.22,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,80.8,0.221,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,80.8
4,LAD-2021-07-10,2021-07-10,ARI,A,LAD,CF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.176,6,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,83.5,0.177,6,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,83.5
5,LAD-2021-07-11,2021-07-11,ARI,A,LAD,LF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.146,7,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.0,85.429,0.147,7,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.0,85.429
6,ARI-2021-07-16,2021-07-16,ARI,H,CHC,PH CF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,101,0.126,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,86.875,0.126,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,86.875
7,ARI-2021-07-20,2021-07-20,ARI,H,PIT,CF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,303,0.11,9,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,88.444,0.11,9,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,88.444
8,CHC-2021-07-24,2021-07-24,ARI,A,CHC,PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,12,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0,0.0,91.583,0.08,12,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0,0.0,91.583
9,CHC-2021-07-25,2021-07-25,ARI,A,CHC,PH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0.08,12,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0,0.0,91.583,0.08,12,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0,0.0,91.583
10,ARI-2021-09-03,2021-09-03,ARI,H,SEA,LF,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,303,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,13,0.077,0.0,0.0,0.0,0.077,0.0,0.0,0.077,0.231,0.0,0.0,92.154
11,ARI-2021-09-04,2021-09-04,ARI,H,SEA,RF,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,202,0.241,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,75.75,0.154,16,0.062,0.0,0.0,0.0,0.062,0.0,0.062,0.062,0.188,0.0,0.0,93.812
