,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,TOR-2019-08-17,2019-08-17,SEA,A,TOR,5,5,1.0,1,2,0,0,1,0,0,0,0,0,0,4,1,0,0,99,495,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,TBR-2019-08-19,2019-08-19,SEA,A,TBR,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,380,0.562,6,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.582,6,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,82.5
2,TBR-2019-08-21,2019-08-21,SEA,A,TBR,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,1,380,0.409,10,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,87.5,0.421,10,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,87.5
3,SEA-2019-08-24,2019-08-24,SEA,H,TOR,1,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,96,0.35,14,0.214,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.143,0.0,89.643,0.359,14,0.214,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.143,0.0,89.643
4,SEA-2019-08-27,2019-08-27,SEA,H,NYY,7,4,1.0,0,0,0,0,0,2,0,1,1,0,0,3,0,0,0,2,672,0.325,15,0.2,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.2,0.0,90.067,0.334,15,0.2,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.2,0.0,90.067
5,TEX-2019-08-29,2019-08-29,SEA,A,TEX,4,4,1.0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,436,0.317,22,0.136,0.0,0.0,0.045,0.091,0.0,0.045,0.0,0.182,0.0,91.955,0.322,22,0.136,0.0,0.0,0.045,0.091,0.0,0.045,0.0,0.182,0.0,91.955
6,TEX-2019-08-31,2019-08-31,SEA,A,TEX,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,327,0.301,26,0.154,0.0,0.0,0.038,0.077,0.0,0.038,0.0,0.154,0.0,94.577,0.306,26,0.154,0.0,0.0,0.038,0.077,0.0,0.038,0.0,0.154,0.0,94.577
7,CHC-2019-09-02,2019-09-02,SEA,A,CHC,5,4,0.2,3,2,0,1,0,1,1,0,0,0,1,3,1,1,0,1,505,0.269,29,0.138,0.0,0.0,0.034,0.069,0.0,0.034,0.0,0.172,0.0,96.069,0.273,29,0.138,0.0,0.0,0.034,0.069,0.0,0.034,0.0,0.172,0.0,96.069
8,HOU-2019-09-05,2019-09-05,SEA,A,HOU,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,98,0.331,34,0.147,0.0,0.029,0.029,0.088,0.029,0.029,0.029,0.147,0.0,96.794,0.337,34,0.147,0.0,0.029,0.029,0.088,0.029,0.029,0.029,0.147,0.0,96.794
9,HOU-2019-09-06,2019-09-06,SEA,A,HOU,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,0.321,35,0.143,0.0,0.029,0.029,0.086,0.029,0.029,0.029,0.143,0.0,96.829,0.327,35,0.143,0.0,0.029,0.029,0.086,0.029,0.029,0.029,0.143,0.0,96.829
10,SEA-2019-09-10,2019-09-10,SEA,H,CIN,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,96,0.277,27,0.111,0.0,0.037,0.0,0.111,0.037,0.037,0.037,0.148,0.0,96.741,0.318,36,0.139,0.0,0.028,0.028,0.083,0.028,0.028,0.028,0.139,0.0,96.861
11,SEA-2019-09-15,2019-09-15,SEA,H,CHW,3,3,1.0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,4,288,0.288,23,0.087,0.0,0.043,0.0,0.13,0.043,0.043,0.043,0.087,0.0,97.043,0.309,37,0.135,0.0,0.027,0.027,0.081,0.027,0.027,0.027,0.135,0.0,96.838
12,PIT-2019-09-19,2019-09-19,SEA,A,PIT,4,4,1.0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,396,0.305,15,0.133,0.0,0.067,0.0,0.067,0.067,0.0,0.133,0.067,0.0,94.133,0.307,40,0.15,0.0,0.025,0.025,0.075,0.025,0.025,0.05,0.125,0.0,96.775
13,BAL-2019-09-21,2019-09-21,SEA,A,BAL,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,306,0.345,16,0.188,0.0,0.062,0.0,0.062,0.062,0.0,0.125,0.0,0.0,92.562,0.299,44,0.159,0.0,0.023,0.023,0.068,0.023,0.023,0.045,0.114,0.0,96.977
14,SEA-2019-09-25,2019-09-25,SEA,H,HOU,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,288,0.134,14,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,91.571,0.279,47,0.149,0.0,0.021,0.021,0.064,0.021,0.021,0.043,0.106,0.0,97.298
15,SEA-2019-09-27,2019-09-27,SEA,H,OAK,1,1,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,96,0.124,15,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.0,91.6,0.262,50,0.14,0.0,0.02,0.02,0.06,0.02,0.02,0.04,0.12,0.0,97.22
16,SEA-2019-09-28,2019-09-28,SEA,H,OAK,1,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96,0.245,16,0.125,0.0,0.0,0.062,0.0,0.0,0.0,0.062,0.062,0.0,91.875,0.298,51,0.137,0.0,0.02,0.039,0.059,0.02,0.02,0.039,0.118,0.0,97.196
17,HOU-2020-07-27,2020-07-27,SEA,A,HOU,6,5,1.0,1,2,2,0,0,1,0,0,0,0,0,2,3,3,0,99,600,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
18,SEA-2020-08-04,2020-08-04,SEA,H,LAA,4,4,1.0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,7,380,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
19,SEA-2020-08-06,2020-08-06,SEA,H,LAA,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,380,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
20,SEA-2020-08-08,2020-08-08,SEA,H,COL,6,5,1.1,0,2,0,0,0,1,0,0,0,0,1,2,3,2,1,1,570,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
21,TEX-2020-08-10,2020-08-10,SEA,A,TEX,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,396,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
22,HOU-2020-08-15,2020-08-15,SEA,A,HOU,5,4,1.0,0,1,1,0,0,1,0,0,0,0,0,2,2,1,0,4,500,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
23,LAD-2020-08-17,2020-08-17,SEA,A,LAD,5,4,1.0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,1,485,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
24,SEA-2020-08-20,2020-08-20,SEA,H,LAD,2,1,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,190,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,52,0.135,0.0,0.019,0.038,0.058,0.019,0.019,0.038,0.135,0.0,97.173
